id,lon_start,lat_start,lon_end,lat_end,frequency
0,10.787486,52.425573,10.789399,52.425545,1.524225
1,10.782998,52.42837,10.782874,52.429044,1.474404
2,10.782874,52.429044,10.782749,52.429717,1.496911
3,10.78304,52.427197,10.782998,52.42837,1.437946
4,10.787429,52.428333,10.788107,52.429337,1.552812
5,10.789507,52.428332,10.787429,52.428333,0.728919
6,10.784069,52.428358,10.784171,52.42899,0.266951
7,10.784171,52.42899,10.785707,52.429088,0.415681
8,10.785702,52.428342,10.785707,52.429088,0.243037
9,10.785707,52.429088,10.786907,52.429212,0.75137
10,10.786907,52.429212,10.788107,52.429337,0.859978
11,10.797052,52.42896,10.798507,52.429081,0.633919
12,10.798507,52.429081,10.798538,52.429529,0.414201
13,10.798538,52.429529,10.799785,52.429615,0.063336
14,10.799785,52.429615,10.799744,52.430461,0.489763
15,10.793379,52.428818,10.794498,52.428809,0.348308
16,10.794498,52.428809,10.795616,52.4288,0.652381
17,10.795616,52.4288,10.797052,52.42896,0.81914
18,10.793147,52.427061,10.793229,52.428288,1.266732
19,10.793229,52.428288,10.793434,52.428273,1.820657
20,10.799744,52.430461,10.800303,52.430482,0.880357
21,10.789704,52.427769,10.789507,52.428332,1.146701
22,10.790216,52.426823,10.790364,52.427063,1.088314
23,10.790364,52.427063,10.789704,52.427769,1.030331
24,10.789704,52.427769,10.789199,52.427669,0.836033
25,10.789774,52.426822,10.790216,52.426823,1.206976
26,10.790216,52.426823,10.791209,52.426664,0.806419
27,10.76053,52.387253,10.761585,52.387619,0.615343
28,10.75997,52.388041,10.76053,52.387253,1.221136
29,10.748298,52.397059,10.746727,52.39705,0.662812
30,10.855943,52.417896,10.855461,52.41801,0.652201
31,10.851273,52.419566,10.8527,52.41897,0.743578
32,10.8527,52.41897,10.854126,52.418375,0.632904
33,10.854126,52.418375,10.855461,52.41801,0.601854
34,10.799612,52.427981,10.799865,52.427943,1.16865
35,10.808921,52.445924,10.809528,52.445025,0.731505
36,10.809378,52.446368,10.808921,52.445924,0.497554
37,10.808921,52.445924,10.808402,52.445809,0.603007
38,10.867181,52.470129,10.868072,52.470734,0.643387
39,10.868072,52.470734,10.868963,52.471339,0.805542
40,10.868963,52.471339,10.87005,52.472153,0.923735
41,10.87005,52.472153,10.871136,52.472968,1.016594
42,10.871136,52.472968,10.871592,52.47414,0.943952
43,10.871592,52.47414,10.872048,52.475313,0.955404
44,10.860787,52.464198,10.861316,52.465135,0.584617
45,10.861316,52.465135,10.861845,52.466072,0.309994
46,10.859261,52.464508,10.860787,52.464198,0.523702
47,10.860787,52.464198,10.860202,52.463174,0.537219
48,10.860202,52.463174,10.859617,52.462151,0.73215
49,10.859617,52.462151,10.857796,52.462264,1.142867
50,10.857796,52.462264,10.855974,52.462378,1.146856
51,10.86366,52.467693,10.864833,52.468505,0.287228
52,10.864833,52.468505,10.866007,52.469317,0.087831
53,10.866007,52.469317,10.867181,52.470129,0.391197
54,10.86366,52.467693,10.861904,52.46699,0.566133
55,10.858116,52.463777,10.859261,52.464508,1.03915
56,10.859261,52.464508,10.860721,52.465424,0.834586
57,10.860721,52.465424,10.861308,52.466127,0.689557
58,10.861308,52.466127,10.861845,52.466072,0.560411
59,10.861845,52.466072,10.862039,52.466485,0.580938
60,10.862039,52.466485,10.861904,52.46699,0.506706
61,10.815102,52.422217,10.813592,52.422134,0.70201
62,10.813598,52.421645,10.813592,52.422134,0.881238
63,10.813592,52.422134,10.813282,52.42213,1.099276
64,10.81326,52.422605,10.813282,52.42213,0.841099
65,10.813282,52.42213,10.812025,52.422075,1.108826
66,10.812025,52.422075,10.810767,52.42202,0.959788
67,10.809338,52.421953,10.810767,52.42202,0.758653
68,10.860423,52.388959,10.860154,52.389127,1.255272
69,10.866317,52.388577,10.864352,52.388704,1.079181
70,10.864352,52.388704,10.862388,52.388832,1.146128
71,10.862388,52.388832,10.860423,52.388959,1.20412
72,10.740704,52.385513,10.741431,52.384605,0.892092
73,10.741431,52.384605,10.742158,52.383697,0.763424
74,10.742158,52.383697,10.743017,52.382672,0.579866
75,10.743017,52.382672,10.743614,52.381841,0.26803
76,10.743614,52.381841,10.744211,52.381009,-0.12324
77,10.744211,52.381009,10.744808,52.380177,0.348943
78,10.744808,52.380177,10.745274,52.379094,0.623278
79,10.739244,52.368562,10.737136,52.368302,0.255269
80,10.737136,52.368302,10.735028,52.368041,0.455179
81,10.745274,52.379094,10.745813,52.377811,0.792396
82,10.745813,52.377811,10.746352,52.376529,0.913817
83,10.746352,52.376529,10.746893,52.375241,1.008603
84,10.746893,52.375241,10.747434,52.373954,1.086362
85,10.747434,52.373954,10.747976,52.372666,1.1411
86,10.749807,52.372793,10.747976,52.372666,1.24163
87,10.747976,52.372666,10.748392,52.371608,1.081224
88,10.741878,52.368727,10.740561,52.368644,0.595174
89,10.740561,52.368644,10.739244,52.368562,0.397831
90,10.74997,52.367761,10.750444,52.366605,0.434021
91,10.750444,52.366605,10.750918,52.365449,0.293357
92,10.750918,52.365449,10.751392,52.364293,0.464718
93,10.751392,52.364293,10.752089,52.36344,0.663394
94,10.75206,52.363322,10.752089,52.36344,1.162125
95,10.752089,52.36344,10.753582,52.364248,1.01273
96,10.753582,52.364248,10.755074,52.365056,0.30103
97,10.749329,52.369258,10.751252,52.369359,0.809962
98,10.751252,52.369359,10.753175,52.36946,0.786429
99,10.753175,52.36946,10.755098,52.369562,0.806504
100,10.749329,52.369258,10.74965,52.368509,0.793328
101,10.74965,52.368509,10.74997,52.367761,0.639935
102,10.745864,52.371319,10.747128,52.371464,1.04531
103,10.747128,52.371464,10.748392,52.371608,1.045537
104,10.748392,52.371608,10.748861,52.370433,0.833455
105,10.748861,52.370433,10.749329,52.369258,0.80579
106,10.749329,52.369258,10.747466,52.369125,1.052955
107,10.747466,52.369125,10.745604,52.368992,0.679364
108,10.745604,52.368992,10.743741,52.368859,0.682435
109,10.743741,52.368859,10.741878,52.368727,0.761971
110,10.741878,52.368727,10.741673,52.369867,0.950609
111,10.732469,52.413682,10.732281,52.412567,0.575161
112,10.732281,52.412567,10.731882,52.411827,0.581523
113,10.731882,52.411827,10.731006,52.411108,0.729143
114,10.731006,52.411108,10.729961,52.410671,0.857414
115,10.729067,52.410409,10.729961,52.410671,1.359271
116,10.726654,52.410029,10.72786,52.410219,1.036225
117,10.72786,52.410219,10.729067,52.410409,1.076632
118,10.729067,52.410409,10.729414,52.409203,1.089948
119,10.729414,52.409203,10.730531,52.409121,0.821087
120,10.730531,52.409121,10.730724,52.409636,0.572783
121,10.724162,52.410113,10.725408,52.410071,0.815214
122,10.725408,52.410071,10.726654,52.410029,0.81124
123,10.723172,52.410289,10.724162,52.410113,0.9995
124,10.724162,52.410113,10.724508,52.410779,0.800464
125,10.721243,52.410641,10.723172,52.410289,1.025791
126,10.702761,52.396417,10.702666,52.396278,1.459236
127,10.702666,52.396278,10.703115,52.396057,1.39866
128,10.703275,52.39598,10.703115,52.396057,1.490115
129,10.703115,52.396057,10.70201,52.395892,0.862975
130,10.703901,52.395752,10.703275,52.39598,1.440654
131,10.703275,52.39598,10.702899,52.395509,0.652492
132,10.703406,52.395032,10.703901,52.395752,0.552467
133,10.703901,52.395752,10.704983,52.395435,1.403589
134,10.704505,52.394789,10.704905,52.394857,0.501079
135,10.704905,52.394857,10.705096,52.395055,0.877387
136,10.705096,52.395055,10.704983,52.395435,0.995932
137,10.704983,52.395435,10.705398,52.395314,1.388304
138,10.706256,52.395161,10.706693,52.395032,1.31372
139,10.706709,52.395697,10.706212,52.395575,1.000175
140,10.706212,52.395575,10.706256,52.395161,1.023223
141,10.706256,52.395161,10.705398,52.395314,1.342535
142,10.705398,52.395314,10.705346,52.39573,1.163761
143,10.708992,52.394261,10.707842,52.394647,1.269761
144,10.707842,52.394647,10.706693,52.395032,1.257342
145,10.706693,52.395032,10.708613,52.395409,0.610991
146,10.708613,52.395409,10.710533,52.395786,0.600173
147,10.71208,52.393343,10.710725,52.393745,1.304121
148,10.712602,52.392251,10.712009,52.393059,1.025083
149,10.712009,52.393059,10.71208,52.393343,1.102485
150,10.71208,52.393343,10.713101,52.393058,1.338582
151,10.709271,52.394176,10.710725,52.393745,1.397597
152,10.710725,52.393745,10.711067,52.394017,1.099445
153,10.708308,52.394645,10.709263,52.394368,0.655494
154,10.709263,52.394368,10.708992,52.394261,0.872614
155,10.708992,52.394261,10.709271,52.394176,1.359505
156,10.845735,52.415503,10.84504,52.414718,1.381666
157,10.843211,52.414849,10.844312,52.414567,1.320494
158,10.844993,52.412961,10.845345,52.413297,0.902949
159,10.845345,52.413297,10.845345,52.413761,0.882672
160,10.845345,52.413761,10.845695,52.414229,0.88788
161,10.845695,52.414229,10.84504,52.414718,0.925263
162,10.84504,52.414718,10.844312,52.414567,1.33231
163,10.844312,52.414567,10.844248,52.414376,1.246283
164,10.849123,52.422816,10.849112,52.423077,1.06459
165,10.849545,52.417087,10.849583,52.415855,0.776548
166,10.849583,52.415855,10.849621,52.414624,0.602594
167,10.849621,52.414624,10.849659,52.413393,0.346781
168,10.849659,52.413393,10.849698,52.412161,0.133773
169,10.849698,52.412161,10.849736,52.41093,0.361527
170,10.847846,52.41685,10.849545,52.417087,0.980037
171,10.849545,52.417087,10.84956,52.418114,0.803383
172,10.84956,52.418114,10.849576,52.419142,0.815675
173,10.849576,52.419142,10.849592,52.420169,0.891313
174,10.846157,52.416193,10.847325,52.415897,0.938794
175,10.847325,52.415897,10.848494,52.415602,0.522202
176,10.848494,52.415602,10.84881,52.416295,0.088468
177,10.84881,52.416295,10.848023,52.416549,0.588423
178,10.848023,52.416549,10.847846,52.41685,0.873852
179,10.847846,52.41685,10.846798,52.416681,1.13233
180,10.846798,52.416681,10.846285,52.416432,1.197055
181,10.817712,52.391096,10.818814,52.390853,0.657769
182,10.818814,52.390853,10.819915,52.39061,0.481193
183,10.819915,52.39061,10.820918,52.390594,0.353631
184,10.820918,52.390594,10.822409,52.390788,0.382139
185,10.822409,52.390788,10.823899,52.390982,0.575976
186,10.823899,52.390982,10.825842,52.391353,0.750176
187,10.825842,52.391353,10.827784,52.391724,0.881769
188,10.812142,52.388035,10.810861,52.387119,0.899955
189,10.810246,52.386654,10.810861,52.387119,0.918491
190,10.810861,52.387119,10.811667,52.38697,0.869963
191,10.814618,52.416445,10.815947,52.415906,1.233581
192,10.815947,52.415906,10.817276,52.415368,1.079775
193,10.817276,52.415368,10.818604,52.41483,1.118082
194,10.818997,52.415163,10.818604,52.41483,1.297856
195,10.818604,52.41483,10.819869,52.414264,0.973959
196,10.819869,52.414264,10.821134,52.413698,0.872442
197,10.821134,52.413698,10.822399,52.413132,0.774939
198,10.831958,52.40769,10.832668,52.407807,0.841452
199,10.832668,52.407807,10.833987,52.407731,0.714673
200,10.833987,52.407731,10.835306,52.407654,0.583322
201,10.835306,52.407654,10.83662,52.407778,0.527293
202,10.83662,52.407778,10.837935,52.407902,0.601397
203,10.837935,52.407902,10.83898,52.407857,0.729265
204,10.823487,52.414041,10.822399,52.413132,0.778468
205,10.822399,52.413132,10.823689,52.412468,0.883054
206,10.823689,52.412468,10.82498,52.411803,0.754498
207,10.82498,52.411803,10.82627,52.411139,0.583707
208,10.82627,52.411139,10.827154,52.410278,0.372302
209,10.827154,52.410278,10.828037,52.409417,0.329325
210,10.828037,52.409417,10.82892,52.408556,0.476463
211,10.829821,52.40809,10.830889,52.40789,0.563567
212,10.830889,52.40789,10.831958,52.40769,0.716367
213,10.831958,52.40769,10.83209,52.406392,1.095184
214,10.832038,52.406141,10.83098,52.406834,0.85473
215,10.83098,52.406834,10.829922,52.407527,0.722726
216,10.829922,52.407527,10.829637,52.407831,0.570016
217,10.829637,52.407831,10.829821,52.40809,0.363532
218,10.829821,52.40809,10.829195,52.408265,0.670198
219,10.829195,52.408265,10.82892,52.408556,0.605862
220,10.82892,52.408556,10.827814,52.408298,0.683122
221,10.83934,52.408392,10.83898,52.407857,1.056169
222,10.83898,52.407857,10.839524,52.407649,0.850117
223,10.839524,52.407649,10.839707,52.407175,0.820071
224,10.84973,52.410485,10.849736,52.41093,0.617511
225,10.849701,52.408837,10.849715,52.409661,0.871306
226,10.849715,52.409661,10.84973,52.410485,0.935971
227,10.84973,52.410485,10.84861,52.41049,1.14043
228,10.84861,52.41049,10.847489,52.410494,1.195548
229,10.847489,52.410494,10.847389,52.410747,1.246241
230,10.839871,52.40621,10.839707,52.407175,0.970237
231,10.839707,52.407175,10.840788,52.40773,0.643315
232,10.840807,52.405431,10.839871,52.40621,1.001933
233,10.839871,52.40621,10.83873,52.406039,0.525263
234,10.83873,52.406039,10.83823,52.406289,0.398644
235,10.83823,52.406289,10.837673,52.406063,0.405189
236,10.837673,52.406063,10.835953,52.40633,0.526711
237,10.84664,52.408423,10.845813,52.407923,1.121725
238,10.845813,52.407923,10.844987,52.407423,1.127138
239,10.85122,52.403805,10.85084,52.405063,0.080883
240,10.85084,52.405063,10.85046,52.406321,0.427962
241,10.85046,52.406321,10.85008,52.407579,0.670025
242,10.85008,52.407579,10.849701,52.408837,0.824622
243,10.849701,52.408837,10.847836,52.40875,0.878939
244,10.847836,52.40875,10.84664,52.408423,0.908687
245,10.84664,52.408423,10.847018,52.408972,1.265514
246,10.84363,52.405556,10.844308,52.40649,0.797099
247,10.844308,52.40649,10.844987,52.407423,0.826804
248,10.844987,52.407423,10.844083,52.407644,1.095497
249,10.851287,52.40359,10.85122,52.403805,0.334735
250,10.85122,52.403805,10.849027,52.403904,0.017774
251,10.849027,52.403904,10.846833,52.404003,0.440017
252,10.846833,52.404003,10.84464,52.404103,0.677024
253,10.851287,52.40359,10.851597,52.40256,0.452259
254,10.851597,52.40256,10.851908,52.40153,0.662791
255,10.851908,52.40153,10.852218,52.400499,0.817626
256,10.833114,52.396225,10.833021,52.39539,1.385053
257,10.841247,52.405421,10.840807,52.405431,1.228303
258,10.840807,52.405431,10.840266,52.404436,1.333881
259,10.840266,52.404436,10.839069,52.404071,1.367263
260,10.839069,52.404071,10.837871,52.403706,1.400794
261,10.84548,52.402401,10.84506,52.403252,0.30103
262,10.84506,52.403252,10.84464,52.404103,0.60206
263,10.84464,52.404103,10.843995,52.405356,1.031554
264,10.843995,52.405356,10.84363,52.405556,1.105633
265,10.84363,52.405556,10.842438,52.405488,1.167465
266,10.842438,52.405488,10.841247,52.405421,1.067261
267,10.841247,52.405421,10.84242,52.406437,0.761967
268,10.847048,52.395063,10.847517,52.394771,1.267494
269,10.841393,52.39475,10.841321,52.394615,1.121513
270,10.850016,52.392382,10.850458,52.391609,0.943885
271,10.850458,52.391609,10.8509,52.390836,0.976397
272,10.848563,52.394266,10.847517,52.394771,1.334306
273,10.847517,52.394771,10.847311,52.394447,0.60206
274,10.847311,52.394447,10.847592,52.393922,0.30103
275,10.850016,52.392382,10.84947,52.393353,0.941638
276,10.84947,52.393353,10.848563,52.394266,1.210386
277,10.848563,52.394266,10.848954,52.394429,1.221065
278,10.848954,52.394429,10.850217,52.394249,1.233007
279,10.850217,52.394249,10.851481,52.39407,1.257737
280,10.851022,52.390743,10.851472,52.390064,0.889058
281,10.851472,52.390064,10.851923,52.389385,0.78825
282,10.851923,52.389385,10.852836,52.388631,0.655588
283,10.852836,52.388631,10.85375,52.387876,0.678991
284,10.85375,52.387876,10.854755,52.386764,0.745745
285,10.8509,52.390836,10.851022,52.390743,1.029356
286,10.851022,52.390743,10.851784,52.390733,1.188204
287,10.853561,52.379047,10.853414,52.378266,1.20412
288,10.853414,52.378266,10.853267,52.377484,1.146128
289,10.832913,52.393725,10.833927,52.393078,0.311824
290,10.827784,52.391724,10.828197,52.391806,0.983021
291,10.829175,52.391992,10.830668,52.392342,0.741402
292,10.830668,52.392342,10.83216,52.392691,0.746326
293,10.829164,52.392864,10.829175,52.391992,1.277906
294,10.829175,52.391992,10.828197,52.391806,1.201788
295,10.828197,52.391806,10.828208,52.392787,0.698382
296,10.828208,52.392787,10.828218,52.393769,0.567156
297,10.828218,52.393769,10.828059,52.393942,0.558707
298,10.828059,52.393942,10.828419,52.394251,0.583991
299,10.828419,52.394251,10.828439,52.395171,0.664653
300,10.828439,52.395171,10.828459,52.396091,0.83366
301,10.832475,52.392768,10.83216,52.392691,0.822286
302,10.83216,52.392691,10.832913,52.393725,0.885182
303,10.832913,52.393725,10.832972,52.394935,1.069321
304,10.855026,52.386976,10.854755,52.386764,1.243649
305,10.854755,52.386764,10.854795,52.386362,1.095834
306,10.854472,52.383751,10.854244,52.382575,0.838603
307,10.854244,52.382575,10.854016,52.381399,0.897742
308,10.854016,52.381399,10.853788,52.380223,1.30103
309,10.853788,52.380223,10.853561,52.379047,1.255272
310,10.854795,52.386362,10.854633,52.385056,1.030942
311,10.854633,52.385056,10.854472,52.383751,0.943395
312,10.856949,52.362493,10.856247,52.36352,1.146128
313,10.856247,52.36352,10.855545,52.364546,1.079181
314,10.856949,52.362493,10.857679,52.361351,1.20412
315,10.857679,52.361351,10.85841,52.360208,1.255273
316,10.85841,52.360208,10.85914,52.359065,1.077718
317,10.85914,52.359065,10.859871,52.357923,1.104622
318,10.859812,52.357198,10.859871,52.357923,1.013507
319,10.859812,52.357198,10.859622,52.356386,0.925358
320,10.859622,52.356386,10.859424,52.355463,0.822305
321,10.859424,52.355463,10.859225,52.35454,0.706867
322,10.859225,52.35454,10.859027,52.353616,0.586678
323,10.859027,52.353616,10.858983,52.353387,0.557054
324,10.843274,52.394995,10.841321,52.394615,0.586524
325,10.841321,52.394615,10.841257,52.394493,0.981806
326,10.84383,52.394438,10.842858,52.394562,0.48682
327,10.842858,52.394562,10.841609,52.394417,0.579194
328,10.841609,52.394417,10.841257,52.394493,0.740303
329,10.841257,52.394493,10.839401,52.394095,0.581341
330,10.839401,52.394095,10.837545,52.393697,0.522835
331,10.837545,52.393697,10.836147,52.393539,0.650953
332,10.836127,52.394788,10.83592,52.394227,0.959902
333,10.83592,52.394227,10.836147,52.393539,0.86261
334,10.836147,52.393539,10.835587,52.39337,0.776667
335,10.830799,52.386077,10.831401,52.386648,0.780855
336,10.831401,52.386648,10.832003,52.387219,0.6404
337,10.832003,52.387219,10.832152,52.388505,0.41005
338,10.832152,52.388505,10.832301,52.389791,0.214277
339,10.832301,52.389791,10.83245,52.391077,0.340794
340,10.83245,52.391077,10.832599,52.392363,0.588642
341,10.832599,52.392363,10.832475,52.392768,0.765385
342,10.832475,52.392768,10.833927,52.393078,0.549766
343,10.833927,52.393078,10.835587,52.39337,0.697603
344,10.835587,52.39337,10.83447,52.393481,0.585222
345,10.83447,52.393481,10.834458,52.393896,0.722337
346,10.853267,52.377484,10.853038,52.37632,1.079181
347,10.853038,52.37632,10.852809,52.375155,1.0
348,10.852809,52.375155,10.85258,52.37399,0.90309
349,10.852323,52.372676,10.85258,52.37399,0.778151
350,10.852073,52.37095,10.852198,52.371813,0.30103
351,10.852198,52.371813,10.852323,52.372676,0.60206
352,10.855545,52.364546,10.854626,52.365763,1.0
353,10.854626,52.365763,10.853707,52.366981,0.90309
354,10.852073,52.37095,10.852074,52.370036,-inf
355,10.852074,52.370036,10.852075,52.369121,0.30103
356,10.852075,52.369121,10.852891,52.368051,0.60206
357,10.852891,52.368051,10.853707,52.366981,0.778151
358,10.85835,52.350415,10.858561,52.351406,0.660522
359,10.858561,52.351406,10.858772,52.352396,0.530491
360,10.858772,52.352396,10.858983,52.353387,0.558971
361,10.85835,52.350415,10.858137,52.349428,0.793226
362,10.858593,52.347429,10.85763,52.347441,1.061386
363,10.85763,52.347441,10.857884,52.348435,1.0005
364,10.857884,52.348435,10.858137,52.349428,0.906358
365,10.852156,52.398223,10.852413,52.399188,1.024024
366,10.852413,52.399188,10.852218,52.400499,0.932918
367,10.846838,52.395041,10.847048,52.395063,1.196668
368,10.847048,52.395063,10.847681,52.395411,0.820574
369,10.847681,52.395411,10.849138,52.395654,0.672966
370,10.849138,52.395654,10.849878,52.395936,0.48718
371,10.849878,52.395936,10.851017,52.397079,0.261754
372,10.851017,52.397079,10.852156,52.398223,0.403962
373,10.849123,52.422816,10.849357,52.421493,0.960977
374,10.849357,52.421493,10.849592,52.420169,0.942774
375,10.841684,52.398065,10.842879,52.397169,0.714151
376,10.842879,52.397169,10.844199,52.39646,0.547427
377,10.844199,52.39646,10.845518,52.39575,0.433954
378,10.845518,52.39575,10.846838,52.395041,0.550449
379,10.844335,52.395701,10.845587,52.395371,0.98486
380,10.845587,52.395371,10.846838,52.395041,0.982367
381,10.846838,52.395041,10.845302,52.394411,0.643225
382,10.845302,52.394411,10.84383,52.394438,0.499638
383,10.837871,52.403706,10.838586,52.402986,0.809189
384,10.838586,52.402986,10.8393,52.402266,0.69733
385,10.8393,52.402266,10.839779,52.401273,0.610189
386,10.839779,52.401273,10.840259,52.40028,0.64418
387,10.840259,52.40028,10.840738,52.399287,0.752257
388,10.840738,52.399287,10.841211,52.398676,1.105953
389,10.841211,52.398676,10.841684,52.398065,1.143246
390,10.841684,52.398065,10.840517,52.397818,1.215654
391,10.835702,52.404754,10.836787,52.40423,0.788037
392,10.836787,52.40423,10.837871,52.403706,0.803588
393,10.837871,52.403706,10.836971,52.403397,1.483051
394,10.831983,52.395523,10.833021,52.39539,0.791187
395,10.833021,52.39539,10.832972,52.394935,1.451816
396,10.835702,52.404754,10.83387,52.405447,0.397195
397,10.83387,52.405447,10.832038,52.406141,0.293902
398,10.817712,52.391096,10.816142,52.390823,0.806232
399,10.816142,52.390823,10.81495,52.390017,0.923446
400,10.81495,52.390017,10.813759,52.38921,1.016341
401,10.813203,52.387738,10.812142,52.388035,0.892576
402,10.812142,52.388035,10.81295,52.388622,0.890082
403,10.81295,52.388622,10.813759,52.38921,0.811844
404,10.798252,52.37149,10.797441,52.370501,0.60206
405,10.797441,52.370501,10.79663,52.369512,0.30103
406,10.79536,52.367943,10.795995,52.368728,-inf
407,10.795995,52.368728,10.79663,52.369512,-inf
408,10.799965,52.373603,10.799192,52.372648,1.0
409,10.799192,52.372648,10.798419,52.371693,0.90309
410,10.798419,52.371693,10.798252,52.37149,0.778151
411,10.792186,52.364047,10.791257,52.3629,-inf
412,10.791257,52.3629,10.790746,52.362275,-inf
413,10.790746,52.362275,10.790235,52.36165,0.30103
414,10.790235,52.36165,10.789265,52.360455,0.60206
415,10.79536,52.367943,10.795226,52.367781,-inf
416,10.793786,52.366009,10.792986,52.365028,-inf
417,10.792986,52.365028,10.792186,52.364047,-inf
418,10.795226,52.367781,10.794506,52.366895,-inf
419,10.794506,52.366895,10.793786,52.366009,-inf
420,10.800989,52.374859,10.800477,52.374231,1.146128
421,10.800477,52.374231,10.799965,52.373603,1.079181
422,10.800989,52.374859,10.801794,52.375855,1.20412
423,10.801794,52.375855,10.802598,52.37685,1.255272
424,10.802598,52.37685,10.803403,52.377845,1.30103
425,10.786108,52.356533,10.786897,52.357514,1.079181
426,10.786897,52.357514,10.787686,52.358494,1.0
427,10.787686,52.358494,10.788476,52.359475,0.90309
428,10.788476,52.359475,10.789265,52.360455,0.778151
429,10.783901,52.353812,10.784637,52.354719,1.400442
430,10.784637,52.354719,10.785372,52.355626,1.364466
431,10.785372,52.355626,10.786108,52.356533,1.325317
432,10.783885,52.457032,10.784031,52.4579,0.790283
433,10.783439,52.453673,10.783076,52.453855,1.155067
434,10.783885,52.457032,10.783706,52.455971,0.912081
435,10.783706,52.455971,10.783527,52.454911,0.943103
436,10.783527,52.454911,10.783076,52.453855,1.030765
437,10.783076,52.453855,10.782078,52.453404,0.461029
438,10.783184,52.452479,10.782078,52.453404,0.734084
439,10.782078,52.453404,10.78099,52.453017,0.841411
440,10.78099,52.453017,10.779901,52.45263,0.794921
441,10.776637,52.451505,10.778333,52.452089,0.897599
442,10.774631,52.45081,10.775634,52.451158,0.469346
443,10.775634,52.451158,10.776637,52.451505,0.584388
444,10.776637,52.451505,10.776091,52.452146,0.791051
445,10.776091,52.452146,10.775544,52.452787,0.641473
446,10.775544,52.452787,10.775866,52.453494,0.30103
447,10.771524,52.449199,10.772268,52.449843,0.654807
448,10.772268,52.449843,10.77345,52.450326,0.570013
449,10.77345,52.450326,10.774631,52.45081,0.605685
450,10.774631,52.45081,10.775206,52.450467,0.665772
451,10.775206,52.450467,10.776689,52.450369,0.776736
452,10.776689,52.450369,10.778171,52.45027,0.890742
453,10.779008,52.452328,10.779901,52.45263,0.839462
454,10.779901,52.45263,10.778681,52.453173,0.30103
455,10.778171,52.45027,10.778252,52.45118,1.189276
456,10.778252,52.45118,10.778333,52.452089,1.140266
457,10.778333,52.452089,10.779008,52.452328,0.902848
458,10.769666,52.485251,10.769939,52.484551,0.879842
459,10.769939,52.484551,10.770212,52.483852,0.777448
460,10.770276,52.483638,10.770212,52.483852,0.714602
461,10.770276,52.483638,10.770514,52.482382,0.657434
462,10.770514,52.482382,10.770752,52.481127,0.699033
463,10.771083,52.479298,10.770917,52.480212,0.923295
464,10.770917,52.480212,10.770752,52.481127,0.815125
465,10.77293,52.353934,10.774405,52.353438,1.178061
466,10.777106,52.352506,10.776652,52.352669,1.352954
467,10.777491,52.352977,10.777106,52.352506,0.567142
468,10.777106,52.352506,10.777635,52.352344,1.388736
469,10.761912,52.359726,10.761957,52.359653,1.247966
470,10.777541,52.353676,10.776652,52.352669,0.90468
471,10.776652,52.352669,10.775172,52.353182,1.306972
472,10.776247,52.355697,10.775326,52.354567,0.356608
473,10.775326,52.354567,10.774405,52.353438,0.67975
474,10.774405,52.353438,10.774602,52.353368,1.2962
475,10.775044,52.353017,10.775172,52.353182,0.845853
476,10.775172,52.353182,10.774602,52.353368,1.276591
477,10.774602,52.353368,10.774455,52.353204,1.103448
478,10.766651,52.358057,10.765086,52.358589,0.478969
479,10.765086,52.358589,10.763521,52.359121,0.672484
480,10.763521,52.359121,10.761957,52.359653,0.818361
481,10.761957,52.359653,10.761457,52.359154,1.21454
482,10.761457,52.359154,10.760832,52.359355,1.217728
483,10.771711,52.354359,10.77293,52.353934,1.12913
484,10.77293,52.353934,10.773372,52.354485,0.774134
485,10.766651,52.358057,10.767664,52.357245,0.342143
486,10.767664,52.357245,10.768404,52.356024,0.402534
487,10.768404,52.356024,10.769032,52.355435,0.605529
488,10.758126,52.357777,10.759733,52.357362,0.830072
489,10.759733,52.357362,10.761571,52.357914,0.680263
490,10.761571,52.357914,10.763249,52.357327,0.467976
491,10.763249,52.357327,10.764926,52.35674,0.238229
492,10.764926,52.35674,10.766604,52.356153,0.300793
493,10.766604,52.356153,10.768281,52.355567,0.534483
494,10.768281,52.355567,10.769032,52.355435,0.728427
495,10.769032,52.355435,10.770372,52.354897,0.954992
496,10.770372,52.354897,10.771711,52.354359,1.016008
497,10.771711,52.354359,10.770909,52.353497,0.695111
498,10.770909,52.353497,10.770107,52.352635,0.653232
499,10.770107,52.352635,10.769305,52.351773,0.703791
500,10.7456,52.41831,10.744676,52.41821,0.796042
501,10.744676,52.41821,10.744355,52.418175,1.14744
502,10.744355,52.418175,10.743773,52.417399,1.158801
503,10.747738,52.418266,10.7456,52.41831,1.111348
504,10.7456,52.41831,10.745613,52.41821,0.847919
505,10.747458,52.417258,10.747738,52.418266,0.895401
506,10.747738,52.418266,10.747978,52.418371,1.287108
507,10.743773,52.417399,10.743689,52.417276,1.300672
508,10.7429,52.41691,10.743689,52.417276,1.363363
509,10.743689,52.417276,10.744281,52.41691,1.405246
510,10.740769,52.415939,10.740696,52.415419,1.43006
511,10.740696,52.415419,10.741462,52.415043,1.421106
512,10.753246,52.418909,10.753189,52.418746,1.033261
513,10.75383,52.418595,10.753189,52.418746,1.103933
514,10.753189,52.418746,10.751537,52.418644,0.693613
515,10.751537,52.418644,10.749884,52.418543,0.702714
516,10.742517,52.412855,10.743823,52.412603,0.888584
517,10.743823,52.412603,10.74513,52.412352,0.908038
